,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
449,778,Spain,Female,47,6,127299.34,2,yes,no,124694.99
450,494,Germany,Female,38,7,174937.64,1,yes,no,40084.32
451,850,France,Male,40,9,0.0,2,no,yes,119232.33
452,592,Spain,Male,31,7,110071.1,1,no,no,43921.36
453,590,Spain,Female,44,3,139432.37,1,yes,no,62222.81
454,758,France,Female,39,6,127357.76,1,no,yes,56577.0
455,506,France,Male,36,5,0.0,2,yes,no,164253.35
456,733,France,Male,33,3,0.0,1,yes,yes,7666.73
457,711,France,Male,38,3,0.0,2,yes,no,68487.51
458,514,Germany,Male,43,1,95556.31,1,no,yes,199273.98
459,637,Spain,Male,37,8,0.0,1,yes,yes,186062.36
460,468,Germany,Male,29,1,111681.98,2,yes,yes,195711.16
461,539,France,Male,39,3,0.0,2,yes,no,36692.17
462,509,Spain,Female,25,3,108738.71,2,yes,no,106920.57
463,662,France,Female,32,4,133950.37,1,yes,yes,48725.68
464,818,Spain,Male,26,4,0.0,2,yes,yes,167036.94
465,608,France,Male,33,9,89968.69,1,yes,no,68777.26
466,850,Spain,Female,32,9,0.0,2,yes,yes,18924.92
467,816,Germany,Female,38,5,130878.75,3,yes,no,71905.77
468,536,France,Male,35,8,0.0,2,yes,no,64833.28
469,753,France,Male,35,3,0.0,2,yes,yes,184843.77
470,631,Spain,Male,27,10,134169.62,1,yes,yes,176730.02
471,703,France,Male,37,1,149762.08,1,yes,no,20629.4
472,774,France,Male,26,2,93844.69,1,yes,no,28415.36
473,785,France,Male,28,8,0.0,2,yes,no,77231.27
474,571,France,Female,33,1,0.0,2,yes,no,102750.7
475,621,Germany,Male,46,6,141078.37,1,no,no,34580.8
476,605,Germany,Female,31,1,117992.59,1,yes,yes,183598.77
477,611,France,Female,40,8,100812.33,2,yes,no,147358.27
478,569,France,Male,38,7,0.0,1,yes,yes,108469.2
479,658,France,Male,29,4,80262.6,1,yes,yes,20612.82
480,788,Spain,Male,34,6,156478.62,1,no,yes,181196.76
481,525,France,Female,23,5,0.0,2,yes,no,160249.1
482,798,France,Male,37,8,0.0,3,no,no,110783.28
483,486,Germany,Male,37,9,115217.99,2,yes,no,144995.33
484,615,Spain,Male,61,9,0.0,2,yes,no,150227.85
485,730,France,Female,35,0,155470.55,1,yes,yes,53718.28
486,641,France,Male,37,7,0.0,2,yes,no,75248.3
487,542,France,Male,39,3,135096.77,1,yes,yes,14353.43
488,692,France,Male,30,2,0.0,2,no,yes,130486.57
489,714,Germany,Female,55,9,180075.22,1,yes,yes,100127.71
490,591,Spain,Male,29,1,97541.24,1,yes,yes,196356.17
491,710,France,Female,41,2,156067.05,1,yes,yes,9983.88
492,639,France,Female,38,4,81550.94,2,no,yes,118974.77
493,531,France,Female,47,6,0.0,1,no,no,194998.34
494,673,France,Female,38,2,170061.92,2,no,no,134901.34
495,765,Germany,Male,36,8,92310.54,2,yes,yes,72924.56
496,622,France,Female,32,6,169089.38,2,yes,no,101057.95
497,806,France,Male,40,5,80613.93,1,yes,yes,142838.64
498,757,Germany,Male,26,8,121581.56,2,yes,yes,127059.04
499,570,France,Female,58,8,0.0,1,no,yes,116503.92
500,555,Spain,Male,32,4,0.0,2,yes,yes,54405.79
501,692,France,Male,54,5,0.0,2,yes,yes,88721.84
502,774,France,Male,60,5,85891.55,1,yes,no,74135.48
503,638,Spain,Male,44,9,77637.35,2,yes,yes,111346.22
504,543,Spain,Female,41,4,0.0,1,no,no,194902.16
505,584,France,Male,31,5,0.0,2,yes,no,31474.27
506,691,Germany,Male,30,7,116927.89,1,yes,no,21198.39
507,684,Germany,Female,40,6,137326.65,1,yes,no,186976.6
508,733,France,Male,22,5,0.0,2,yes,yes,117202.19
509,599,Spain,Female,37,2,0.0,2,yes,yes,143739.29
510,524,Germany,Female,31,10,67238.98,2,yes,yes,161811.23
511,632,Germany,Female,38,6,86569.76,2,yes,no,98090.91
512,735,Spain,Male,34,5,0.0,2,no,no,71095.41
513,734,France,Male,34,6,133598.4,1,yes,yes,13107.24
514,605,France,Female,51,3,136188.78,1,yes,yes,67110.59
515,793,Spain,Male,38,9,0.0,2,yes,no,88225.02
516,468,France,Female,56,10,0.0,3,no,yes,62256.87
517,779,Germany,Male,37,7,120092.52,2,yes,no,135925.72
518,698,France,Male,48,4,101238.24,2,no,yes,177815.87
519,707,France,Male,58,6,89685.92,1,no,yes,126471.13
520,850,France,Female,35,1,211774.31,1,yes,no,188574.12
521,850,France,Male,56,7,131317.48,1,yes,yes,119175.45
522,527,Spain,Male,37,5,93722.73,2,yes,yes,139093.73
523,696,Germany,Male,32,8,101160.99,1,yes,yes,115916.55
524,661,France,Male,48,3,120320.54,1,no,no,96463.25
525,776,France,Female,31,2,0.0,2,yes,yes,112349.51
526,701,France,Male,43,2,0.0,2,yes,yes,165303.79
527,610,France,Male,26,8,0.0,2,yes,no,166031.08
528,572,Germany,Female,48,3,152827.99,1,yes,no,38411.79
529,673,France,Male,30,1,64097.75,1,yes,yes,77783.35
530,519,Spain,Female,57,2,119035.35,2,yes,yes,29871.79
531,702,Spain,Female,26,4,135219.57,1,no,yes,59747.63
532,729,France,Male,32,6,93694.42,1,yes,yes,79919.13
533,543,Spain,Male,35,10,59408.63,1,yes,no,76773.53
534,550,France,Female,40,7,114354.95,1,yes,no,54018.93
535,608,France,Male,59,1,0.0,1,yes,no,70649.64
536,639,Germany,Male,35,10,128173.9,2,yes,no,59093.39
537,686,Spain,Male,34,9,0.0,2,yes,no,127569.8
538,564,Germany,Female,62,5,114931.35,3,no,yes,18260.98
539,745,Germany,Female,28,1,111071.36,1,yes,no,73275.96
540,833,France,Male,37,8,151226.18,2,yes,yes,136129.49
541,622,France,Male,26,9,0.0,2,yes,yes,153237.59
542,597,France,Female,42,4,64740.12,1,yes,yes,106841.12
543,721,Spain,Male,51,0,169312.13,1,yes,no,109078.35
544,504,France,Female,49,7,0.0,3,no,yes,87822.14
545,842,Spain,Female,44,2,112652.08,2,yes,no,126644.98
546,587,France,Male,38,0,0.0,2,yes,no,47414.15
547,479,Germany,Female,30,7,143964.36,2,yes,no,41879.99
548,508,France,Male,49,7,122451.46,2,yes,yes,75808.1
549,749,France,Male,24,1,0.0,3,yes,yes,47911.03
550,721,Germany,Female,36,3,65253.07,2,yes,no,28737.78
551,674,Germany,Male,47,6,106901.94,1,yes,yes,2079.2
552,685,Spain,Female,25,10,128509.63,1,yes,no,121562.33
553,417,France,Male,34,7,0.0,2,yes,no,55003.79
554,574,Germany,Male,33,3,129834.67,1,yes,no,193131.42
555,590,Spain,Female,51,3,154962.99,3,no,yes,191932.27
556,587,Germany,Male,40,5,138241.9,2,yes,no,159418.1
557,598,Germany,Male,41,3,91536.93,1,yes,no,191468.78
558,741,Spain,Male,53,3,0.0,2,yes,yes,38913.68
559,850,Spain,Female,70,5,0.0,1,yes,yes,705.18
560,584,Germany,Female,29,7,105204.01,1,no,yes,138490.03
561,650,Spain,Male,61,1,152968.73,1,no,yes,82970.69
562,607,Spain,Male,36,8,158261.68,1,yes,yes,76744.72
563,509,France,Female,46,1,0.0,1,yes,no,71244.59
564,689,Spain,Female,38,6,121021.05,1,yes,yes,12182.15
565,543,France,Male,36,4,0.0,2,yes,yes,141210.5
566,438,Spain,Female,54,2,0.0,1,no,no,191763.07
567,687,Spain,Female,63,1,137715.66,1,yes,yes,37938.74
568,737,Germany,Male,31,5,121192.22,2,yes,yes,74890.58
569,761,France,Male,31,7,0.0,3,yes,yes,166698.18
570,601,France,Male,44,1,100486.18,2,yes,yes,62678.53
571,651,France,Male,45,1,0.0,1,yes,no,67740.08
572,745,France,Male,35,9,92566.53,2,yes,no,161519.77
573,648,Spain,Female,49,10,0.0,2,yes,yes,159835.78
574,848,Spain,Male,40,3,110929.96,1,yes,yes,30876.84
575,546,France,Female,27,8,0.0,2,yes,yes,14858.1
576,439,Spain,Female,32,3,138901.61,1,yes,no,75685.97
577,755,France,Male,30,4,123217.66,2,no,yes,144183.1
578,593,France,Female,41,6,0.0,1,yes,no,65170.66
579,701,France,Male,39,2,0.0,2,yes,yes,82526.92
580,701,Spain,Male,36,8,0.0,2,yes,no,169161.46
581,607,Spain,Female,33,2,108431.87,2,no,yes,109291.39
582,586,Spain,Female,57,3,0.0,2,no,yes,6057.81
583,547,Germany,Female,30,9,72392.41,1,yes,no,77077.14
584,647,Germany,Female,51,1,119741.77,2,no,no,54954.51
585,760,France,Female,51,2,100946.71,1,no,no,179614.8
586,621,Spain,Male,53,9,170491.84,1,yes,no,35588.07
587,725,France,Male,44,5,0.0,1,yes,yes,117356.14
588,526,France,Male,36,1,0.0,1,yes,no,160696.72
589,519,Spain,Female,47,6,157296.02,2,no,no,147278.43
590,713,Germany,Female,38,7,144606.22,1,yes,yes,56594.36
591,700,France,Male,38,8,134811.3,1,yes,no,1299.75
592,666,France,Female,34,9,115897.12,1,yes,yes,25095.03
593,630,Spain,Male,32,4,82034.0,1,no,no,146326.45
594,779,Spain,Female,26,4,174318.13,2,no,yes,38296.21
595,611,Germany,Female,41,2,114206.84,1,yes,no,164061.6
596,685,Spain,Male,43,9,0.0,2,yes,no,107811.28
597,646,Germany,Male,39,9,111574.41,1,yes,yes,30838.51
598,683,Germany,Female,57,5,162448.69,1,no,no,9221.78
599,484,Germany,Female,34,4,148249.54,1,no,yes,33738.27
600,601,France,Female,43,8,0.0,3,no,yes,110916.15
601,762,Spain,Female,26,7,123709.46,2,yes,yes,169654.57
602,687,France,Female,72,9,0.0,1,no,yes,69829.4
603,566,France,Male,30,5,0.0,1,yes,no,54926.51
604,702,France,Male,37,10,150525.8,1,yes,yes,94728.49
605,601,France,Male,29,9,0.0,1,yes,yes,80393.27
606,699,France,Male,53,4,0.0,2,no,yes,111307.98
607,584,France,Male,28,10,0.0,2,yes,no,19834.32
608,699,France,Male,35,5,0.0,2,yes,yes,78397.24
609,698,Germany,Female,51,2,111018.98,1,yes,no,86410.28
610,495,France,Male,30,10,129755.99,1,no,no,172749.65
611,650,France,Female,27,6,0.0,2,yes,no,1002.39
612,605,France,Female,64,2,129555.7,1,yes,yes,13601.79
613,667,Spain,Male,38,1,87202.38,1,yes,yes,77866.91
614,688,Germany,Male,26,8,146133.39,1,yes,yes,175296.76
615,727,Spain,Female,31,0,0.0,1,yes,no,121751.04
616,754,Spain,Male,39,6,170184.99,2,yes,no,89593.26
617,612,Germany,Female,62,8,140745.33,1,yes,no,193437.89
618,546,Spain,Male,42,7,139070.51,1,yes,yes,86945.0
619,673,Spain,Female,37,8,0.0,2,yes,yes,183318.79
620,593,France,Male,35,9,114193.24,1,yes,no,71154.1
621,656,Spain,Female,40,10,167878.5,1,no,yes,151887.16
622,535,Germany,Female,53,5,141616.55,2,yes,yes,75888.65
623,678,Germany,Male,36,3,145747.67,2,no,yes,89566.74
624,477,Spain,Female,48,2,129120.64,1,no,yes,26475.79
625,850,Spain,Male,35,7,110349.82,1,no,no,126355.8
626,427,France,Male,29,1,141325.56,1,yes,yes,93839.3
627,752,France,Male,49,2,78653.84,1,yes,no,7698.6
628,649,France,Male,47,1,0.0,2,yes,yes,145593.85
629,799,Spain,Female,28,3,142253.65,1,yes,no,45042.56
630,589,France,Female,61,1,0.0,1,yes,no,61108.56
631,583,Germany,Female,54,6,115988.86,1,yes,no,57553.98
632,839,Spain,Female,33,10,75592.43,1,yes,no,62674.42
633,540,Germany,Male,44,3,164113.04,2,yes,yes,12120.79
634,850,France,Male,31,6,67996.23,2,no,no,50129.87
635,696,Spain,Female,51,5,0.0,2,yes,no,55022.43
636,660,Spain,Female,33,1,0.0,2,no,no,117834.91
637,682,France,Male,48,1,138778.15,1,no,yes,168840.23
638,744,France,Female,43,10,147832.15,1,no,yes,24234.11
639,785,France,Female,36,4,135438.4,1,no,no,190627.01
640,752,Spain,Male,48,5,116060.08,1,yes,no,156618.38
641,706,France,Female,29,5,112564.62,1,yes,no,42334.38
642,583,France,Female,27,1,125406.58,1,yes,yes,110784.42
643,660,Germany,Female,39,5,135134.99,1,yes,no,173683.0
644,819,France,Female,39,9,133102.92,1,yes,no,27046.46
645,673,France,Female,34,8,42157.08,1,yes,no,20598.59
646,752,France,Female,30,3,0.0,2,yes,yes,104991.28
647,578,France,Male,38,7,82259.29,1,yes,no,8996.97
648,438,France,Female,36,4,0.0,2,yes,no,64420.5
649,652,France,Male,38,6,0.0,2,yes,yes,145700.22
650,629,France,Female,49,4,0.0,2,yes,yes,196335.48
651,720,France,Male,52,7,0.0,1,yes,yes,14781.12
652,668,France,Male,42,3,150461.07,1,yes,no,108139.23
653,459,Germany,Male,48,4,133994.52,1,yes,yes,19287.06
654,729,Spain,Male,31,8,164870.81,2,yes,yes,9567.39
655,498,Germany,Male,25,8,121702.73,1,yes,yes,132210.49
656,549,Spain,Male,25,6,193858.2,1,no,yes,21600.11
657,601,Germany,Female,54,1,131039.97,2,yes,yes,199661.5
658,544,France,Male,64,9,113829.45,1,yes,yes,124341.49
659,751,France,Female,30,6,0.0,2,yes,no,15766.1
660,632,Germany,Female,41,3,81877.38,1,yes,yes,33642.21
661,694,Spain,Male,57,8,116326.07,1,yes,yes,117704.65
662,678,France,Male,31,2,0.0,2,yes,yes,58803.28
663,695,France,Male,46,4,0.0,2,yes,yes,137537.22
664,661,France,Female,41,1,0.0,2,no,yes,131300.68
665,661,France,Male,33,9,0.0,2,yes,yes,84174.81
666,559,France,Female,31,3,127070.73,1,no,yes,160941.78
667,503,France,Male,29,3,0.0,2,yes,yes,143954.99
668,695,Spain,Male,46,3,122549.64,1,yes,yes,56297.85
669,640,France,Female,42,5,176099.13,1,yes,yes,8404.73
670,624,Germany,Female,48,3,122388.38,2,no,no,30020.09
671,667,France,Male,42,9,0.0,2,no,yes,58137.42
672,642,France,Male,26,0,0.0,1,no,no,47472.68
673,640,Spain,Female,32,6,118879.35,2,yes,yes,19131.71
674,529,Spain,Male,35,5,0.0,2,yes,yes,187288.5
675,563,France,Female,39,5,0.0,2,yes,yes,17603.81
676,593,Spain,Female,38,4,88736.44,2,yes,no,67020.03
677,739,Germany,Male,45,7,102703.62,1,no,yes,147802.94
678,788,Spain,Female,70,1,0.0,2,yes,yes,41610.62
679,684,Spain,Female,38,3,0.0,2,yes,no,44255.65
680,482,France,Male,55,5,97318.25,1,no,yes,78416.14
681,591,Spain,Male,58,5,128468.69,1,no,yes,137254.55
682,651,Germany,Female,41,4,133432.59,1,no,yes,151303.48
683,749,Germany,Female,40,8,141782.57,2,no,no,86333.63
684,583,France,Male,24,9,135125.28,1,no,no,89801.9
685,661,Spain,Male,42,2,178820.91,1,no,no,29358.57
686,715,France,Female,31,2,112212.14,2,yes,yes,181600.72
687,769,Germany,Female,45,5,126674.81,1,yes,no,124118.71
688,625,France,Female,51,7,136294.97,1,yes,no,38867.46
689,641,France,Female,36,5,66392.64,1,yes,no,31106.67
690,716,Germany,Male,27,1,122552.34,2,yes,no,67611.36
691,767,France,Male,43,1,76408.85,2,yes,no,77837.63
692,745,Germany,Male,36,8,145071.24,1,no,no,6078.46
693,589,France,Male,34,6,0.0,2,yes,yes,177896.92
694,796,France,Female,45,2,109730.22,1,yes,yes,123882.73
695,664,France,Male,57,6,0.0,2,yes,yes,15304.08
696,445,Spain,Male,62,1,64119.38,1,yes,yes,76569.64
697,543,Germany,Female,57,1,106138.33,2,yes,yes,120657.32
698,746,Spain,Male,36,2,0.0,2,yes,yes,16436.56
699,742,Germany,Male,33,0,181656.51,1,yes,yes,107667.91
700,750,France,Female,32,5,0.0,2,yes,no,95611.47
701,669,France,Male,30,7,95128.86,1,no,no,19799.26
702,594,Spain,Female,49,2,126615.94,2,no,yes,123214.74
703,574,Spain,Male,36,1,0.0,2,no,yes,71709.12
704,659,Germany,Male,36,2,76190.48,2,yes,yes,149066.14
705,750,Germany,Male,40,5,168286.81,3,yes,no,20451.99
706,626,Germany,Male,35,4,88109.81,1,yes,yes,32825.5
707,620,France,Male,42,4,0.0,2,yes,no,6232.31
708,580,France,Female,35,8,0.0,2,no,yes,10357.03
709,686,France,Female,34,3,123971.51,2,yes,no,147794.63
710,540,France,Male,48,0,148116.48,1,no,no,116973.48
711,634,Germany,Male,35,6,116269.01,1,yes,no,129964.94
712,632,Spain,Male,38,1,120599.21,1,yes,no,92816.86
713,501,France,Female,41,3,144260.5,1,yes,no,172114.67
714,650,Spain,Female,25,3,86605.5,3,yes,no,16649.31
715,786,France,Male,34,9,0.0,2,yes,no,144517.19
716,554,Germany,Female,37,4,58629.97,1,no,no,182038.6
717,701,Spain,Female,42,5,0.0,2,no,no,24210.56
718,474,France,Male,45,10,0.0,2,no,no,172175.9
719,621,France,Female,43,5,0.0,1,yes,yes,47578.45
720,672,Spain,Female,56,2,209767.31,2,yes,yes,150694.42
721,459,Spain,Female,42,6,129634.25,2,yes,yes,177683.02
722,669,France,Male,23,1,0.0,2,no,no,66088.83
723,776,France,Female,38,2,169824.46,1,yes,no,169291.7
724,694,France,Male,36,3,97530.25,1,yes,yes,117140.41
725,787,France,Female,42,10,145988.65,2,yes,yes,79510.37
726,580,France,Male,37,9,0.0,2,no,yes,77108.66
727,711,France,Female,25,7,0.0,3,yes,yes,9679.28
728,673,France,Female,40,5,137494.28,1,yes,no,81753.92
729,499,France,Female,57,1,0.0,1,no,no,131372.38
730,591,France,Male,24,6,147360.0,1,yes,yes,25310.82
731,769,France,Female,25,10,0.0,2,no,no,187925.75
732,657,Spain,Male,31,3,125167.02,1,no,no,98820.39
733,738,Germany,Male,43,9,121152.05,2,yes,no,64166.7
734,545,Germany,Female,60,7,128981.07,1,no,yes,176924.21
735,497,France,Male,47,6,0.0,1,yes,yes,90055.08
736,816,Spain,Male,67,6,151858.98,1,yes,yes,72814.31
737,525,France,Male,36,2,114628.4,1,no,yes,168290.06
738,725,France,Male,46,6,0.0,2,yes,no,161767.38
739,692,France,Female,28,8,95059.02,2,yes,no,44420.18
740,618,France,Female,24,7,128736.39,1,no,yes,37147.61
741,546,France,Male,24,8,156325.38,1,yes,yes,125381.02
742,635,France,Male,29,7,105405.97,1,yes,yes,149853.89
743,611,France,Female,49,2,88915.37,3,no,no,161435.02
744,650,France,Male,60,8,0.0,2,yes,yes,102925.76
745,606,France,Male,40,5,0.0,2,yes,yes,70899.27
746,844,France,Male,18,2,160980.03,1,no,no,145936.28
747,450,Spain,Female,46,5,177619.71,1,yes,no,54227.06
748,727,Spain,Male,38,2,62276.99,1,yes,yes,59280.79
749,460,Germany,Male,46,4,127559.97,2,yes,yes,126952.5
750,649,France,Male,41,0,0.0,2,no,yes,130567.02
751,758,Germany,Female,47,9,95523.16,1,yes,no,73294.48
752,490,France,Female,35,7,107749.03,1,yes,yes,3937.37
753,815,Germany,Male,37,2,110777.26,2,yes,no,2383.59
754,838,Spain,Female,39,5,166733.92,2,yes,no,14279.44
755,803,France,Male,31,9,157120.86,2,yes,no,141300.53
756,664,Germany,Female,36,2,127160.78,2,yes,no,78140.75
757,736,Spain,Female,28,2,0.0,2,yes,yes,117431.1
758,633,France,Female,37,9,156091.97,1,yes,no,72008.61
759,664,France,Male,58,5,98668.18,1,yes,yes,60887.58
760,600,France,Female,43,5,134022.06,1,yes,no,194764.83
761,693,France,Female,35,5,124151.09,1,yes,no,88705.14
762,663,Germany,Female,36,6,77253.5,1,no,no,35817.97
763,742,Germany,Female,21,1,114292.48,1,yes,no,31520.4
764,710,Germany,Male,43,2,140080.32,3,yes,yes,157908.19
765,710,Spain,Female,27,2,135277.96,1,yes,no,142200.15
766,700,France,Female,82,2,0.0,2,no,yes,182055.36
767,720,Germany,Male,60,9,115920.62,2,no,no,157552.08
768,684,Spain,Male,41,2,119782.72,2,no,no,120284.67
769,531,France,Female,63,1,114715.71,1,no,yes,24506.95
770,742,Germany,Female,36,2,129748.54,2,no,no,47271.61
771,717,France,Male,31,4,129722.57,1,no,no,41176.6
772,589,France,Male,32,2,0.0,2,no,yes,9468.64
773,767,France,Male,36,3,139180.2,1,no,no,123880.19
774,636,Germany,Male,49,6,113599.74,2,yes,no,158887.09
775,648,France,Male,33,7,134944.0,1,yes,yes,117036.38
776,622,Germany,Female,58,7,116922.25,1,yes,no,120415.61
777,692,Spain,Male,28,9,118945.09,1,no,no,16064.25
778,754,France,Male,28,8,0.0,2,yes,yes,52615.62
779,679,Spain,Female,35,8,119182.73,1,no,no,121210.09
780,639,France,Male,27,8,0.0,2,yes,no,192247.35
781,774,France,Female,28,1,71264.02,2,no,yes,68759.57
782,517,France,Male,41,2,0.0,2,no,yes,75937.47
783,571,France,Female,35,8,0.0,2,no,no,84569.13
784,747,Germany,Male,58,7,116313.57,1,yes,yes,190696.35
785,792,Spain,Male,36,5,92140.15,1,no,yes,67468.67
786,688,France,Male,26,1,0.0,2,yes,yes,104435.94
787,714,Germany,Male,42,2,177640.09,1,no,yes,47166.55
788,562,Spain,Female,35,0,0.0,2,yes,no,119899.52
789,704,Spain,Male,48,8,167997.6,1,yes,yes,173498.45
790,698,France,Male,36,2,82275.35,2,yes,yes,93249.26
791,611,France,Male,49,3,0.0,2,yes,yes,142917.54
792,850,Germany,Female,48,6,111962.99,1,yes,no,111755.8
793,743,Germany,Female,34,1,131736.88,1,yes,yes,108543.21
794,654,France,Male,29,1,0.0,1,yes,no,180345.44
795,761,Germany,Male,36,8,108239.11,2,no,no,99444.02
796,702,France,Female,46,9,98444.19,1,no,yes,109563.28
797,488,Germany,Male,32,3,114540.38,1,yes,no,92568.07
798,683,France,Female,35,6,187530.66,2,yes,yes,37976.36
799,601,Germany,Female,42,9,133636.16,1,no,yes,103315.74
800,605,France,Male,52,7,0.0,2,yes,yes,173952.5
801,671,Germany,Female,44,0,84745.03,2,no,yes,34673.98
802,614,Germany,Female,31,7,120599.38,2,yes,yes,46163.44
803,511,Spain,Female,29,9,0.0,2,no,yes,140676.98
804,850,France,Male,39,4,127771.35,2,no,yes,151738.54
805,790,Spain,Female,46,9,0.0,1,no,no,14679.81
806,793,France,Female,33,0,0.0,1,no,no,175544.02
807,628,France,Male,69,5,0.0,2,yes,yes,181964.6
808,598,Germany,Male,53,10,167772.96,1,yes,yes,136886.86
809,657,France,Female,37,6,95845.6,1,yes,no,122218.23
810,618,France,Female,35,10,0.0,2,yes,no,180439.75
811,681,Spain,Male,65,7,134714.7,2,no,yes,190419.81
812,516,Spain,Female,33,3,0.0,2,yes,yes,58685.59
813,421,Germany,Male,28,8,122384.22,3,yes,yes,89017.38
814,700,France,Female,26,2,0.0,2,no,no,50051.42
815,745,France,Male,25,5,157993.15,2,yes,no,146041.45
816,696,France,Male,29,8,0.0,2,yes,no,191166.09
817,580,Germany,Female,42,2,123331.36,1,no,no,103516.08
818,497,Spain,Male,27,9,75263.16,1,yes,yes,164825.04
819,720,France,Female,43,6,137824.03,2,yes,no,172557.77
820,659,Germany,Male,36,4,132578.92,2,yes,no,84320.94
821,841,France,Female,36,5,156021.31,1,no,no,122662.98
822,642,Spain,Male,34,8,0.0,1,yes,no,72085.1
823,732,Spain,Female,69,9,137453.43,1,no,yes,110932.24
824,600,Spain,Male,36,4,0.0,2,yes,no,143635.36
825,464,Germany,Male,33,8,164284.72,2,yes,yes,3710.34
826,680,France,Female,47,5,0.0,2,yes,yes,179843.33
827,758,Spain,Male,56,1,0.0,2,yes,yes,10643.38
828,630,Germany,Female,31,2,112373.49,2,yes,yes,131167.98
829,577,France,Female,39,10,0.0,2,yes,no,10553.31
830,684,France,Female,34,6,0.0,2,yes,yes,130928.22
831,708,Spain,Female,41,5,0.0,1,no,yes,157003.99
832,732,Germany,Female,29,1,154333.82,1,yes,yes,138527.56
833,634,Germany,Male,37,3,111432.77,2,yes,yes,167032.49
834,633,France,Female,30,6,0.0,2,no,no,41642.29
835,559,France,Male,34,2,137390.11,2,yes,no,9677.0
836,694,Spain,Female,37,3,0.0,2,yes,yes,147012.22
837,686,Germany,Female,56,5,111642.08,1,yes,yes,80553.87
838,553,Spain,Female,48,3,0.0,1,no,yes,30730.95
839,507,France,Male,36,4,83543.37,1,no,no,140134.43
840,732,Germany,Male,50,6,145338.76,1,no,no,91936.1
841,818,France,Female,31,1,186796.37,1,no,no,178252.63
842,660,Germany,Male,35,8,58641.43,1,no,yes,198674.08
843,773,Spain,Female,41,5,0.0,1,yes,no,28266.9
844,640,France,Male,44,3,137148.68,1,yes,no,92381.01
845,505,France,Male,49,7,80001.23,1,no,no,135180.11
846,714,Germany,Male,21,6,86402.52,2,no,no,27330.59
847,468,France,Female,42,5,0.0,2,yes,no,125305.34
848,611,Spain,Male,51,1,122874.74,1,yes,yes,149648.45
849,705,France,Male,25,0,97544.29,1,no,yes,59887.15
850,646,Germany,Male,46,1,170826.55,2,yes,no,45041.32
851,667,Germany,Female,48,1,97133.92,2,no,no,113316.77
852,511,Germany,Female,41,8,153895.65,1,yes,yes,39087.42
853,653,France,Female,43,6,0.0,2,yes,yes,7330.59
854,675,France,Female,57,8,0.0,2,no,yes,95463.29
855,523,Spain,Male,32,4,0.0,2,yes,no,167848.02
856,567,Germany,Female,49,5,134956.02,1,yes,no,93953.84
857,741,Spain,Male,39,7,143637.58,2,no,yes,174227.66
858,456,Spain,Male,32,9,147506.25,1,yes,yes,135399.21
859,598,France,Male,64,1,0.0,2,yes,no,195635.3
860,667,France,Male,43,8,190227.46,1,yes,no,97508.04
861,548,France,Female,32,2,172448.77,1,yes,no,188083.77
862,725,France,Male,41,7,113980.21,1,yes,yes,116704.25
